Species;Year;Quarter;Species Number;Age;M1;M2;M;F;Z;Stock Numbers;Catch numbers (1000);Mean Stock weight (kg);Catch Mean weight (kg);Yield (tonnes);Proportion Mature;Biomass (tonnes);Spawning Biomasss (tonnes)
Whiting;1999;3;16;5;0.05;0.0257279;0.0625;0.127215;0.202943;24425.1;0;0.323871;0.001;0;1;7910.58;7910.58
Whiting;1999;3;16;6;0.05;0.0257279;0.0625;0.135352;0.21108;8912.91;0;0.321888;0.001;0;1;2868.96;2868.96
Whiting;1999;3;16;7;0.05;0.0257279;0.05;0.139832;0.21556;2768.55;0;0.334314;0.001;0;1;925.564;925.564
Whiting;1999;3;16;8;0.05;0.0270042;0.05;0.139832;0.216836;826.405;0;0.313371;0.001;0;1;258.971;258.971
Whiting;1999;4;16;0;0.05;1.2932;0.6375;0.00130521;1.3445;10766600;0;0.0192;0.001;0;0;206719;0
Whiting;1999;4;16;1;0.05;0.0802133;0.2375;0.0493925;0.179606;796143;0;0.102;0.001;0;0.11;81206.5;8932.72
Whiting;1999;4;16;2;0.05;0.0403383;0.1125;0.089978;0.180316;230711;0;0.19;0.001;0;0.92;43835;40328.2
Whiting;1999;4;16;3;0.05;0.0313053;0.0875;0.112572;0.193877;77604.1;0;0.298707;0.001;0;1;23180.9;23180.9
Whiting;1999;4;16;4;0.05;0.0313053;0.075;0.135918;0.217223;40440.2;0;0.302152;0.001;0;1;12219.1;12219.1
Whiting;1999;4;16;5;0.05;0.0313053;0.0625;0.143909;0.225214;19938.8;0;0.331491;0.001;0;1;6609.53;6609.53
Whiting;1999;4;16;6;0.05;0.0298271;0.0625;0.153113;0.23294;7216.87;0;0.334928;0.001;0;1;2417.13;2417.13
Whiting;1999;4;16;7;0.05;0.0298271;0.05;0.158181;0.238008;2231.7;0;0.341099;0.001;0;1;761.23;761.23
Whiting;1999;4;16;8;0.05;0.0313053;0.05;0.158181;0.239486;665.307;0;0.330006;0.001;0;1;219.555;219.555
Whiting;2000;1;16;1;0.05;0.480234;0.2375;0.0208841;0.551118;2806530;66789;0.039;0.113;7547.16;0.11;109454;12040
Whiting;2000;1;16;2;0.05;0.0547741;0.1125;0.104739;0.209514;665256;124365;0.125;0.182;22634.4;0.92;83157;76504.5
Whiting;2000;1;16;3;0.05;0.0261828;0.0875;0.257966;0.334149;192645;63526;0.238;0.238;15119.2;1;45849.5;45849.5
Whiting;2000;1;16;4;0.05;0.0261828;0.075;0.311466;0.387649;63927.1;23888;0.288;0.288;6879.74;1;18411;18411
Whiting;2000;1;16;5;0.05;0.0261828;0.0625;0.329777;0.40596;32544.2;16232;0.287;0.287;4658.58;1;9340.2;9340.2
Whiting;2000;1;16;6;0.05;0.0261828;0.0625;0.350869;0.427052;15918;8791;0.277;0.304;2672.46;1;4409.3;4409.3
Whiting;2000;1;16;7;0.05;0.0261828;0.05;0.362483;0.438666;5717.21;4322;0.277;0.277;1197.19;1;1583.67;1583.67
Whiting;2000;1;16;8;0.05;0.0188655;0.05;0.362483;0.431349;2282.63;1265;0.327452;0.2729;345.218;1;747.453;747.453
Whiting;2000;2;16;1;0.05;0.260782;0.2375;0.0559487;0.36673;1617420;0;0.0635;0.001;0;0.11;102706;11297.6
Whiting;2000;2;16;2;0.05;0.0509754;0.1125;0.109436;0.210412;539509;0;0.153;0.001;0;0.92;82544.8;75941.2
Whiting;2000;2;16;3;0.05;0.0229793;0.0875;0.166885;0.239864;137924;0;0.262933;0.001;0;1;36264.6;36264.6
Whiting;2000;2;16;4;0.05;0.0201797;0.075;0.201495;0.271675;43384.1;0;0.309789;0.001;0;1;13439.9;13439.9
Whiting;2000;2;16;5;0.05;0.0229793;0.0625;0.213341;0.28632;21685.4;0;0.301312;0.001;0;1;6534.08;6534.08
Whiting;2000;2;16;6;0.05;0.0229793;0.0625;0.226986;0.299965;10385.4;0;0.283225;0.001;0;1;2941.41;2941.41
Whiting;2000;2;16;7;0.05;0.0229793;0.05;0.2345;0.307479;3687.01;0;0.287927;0.001;0;1;1061.59;1061.59
Whiting;2000;2;16;8;0.05;0.0229793;0.05;0.2345;0.307479;1482.87;0;0.303954;0.001;0;1;450.725;450.725
Whiting;2000;3;16;0;0.05;0.7919;0.6375;0.0138409;0.855741;17882900;0;0.0073;0.001;0;0;130545;0
Whiting;2000;3;16;1;0.05;0.126491;0.2375;0.0453778;0.221869;1120860;0;0.0811;0.001;0;0.11;90902;9999.22
Whiting;2000;3;16;2;0.05;0.0203024;0.1125;0.0854825;0.155785;437137;0;0.17;0.001;0;0.92;74313.3;68368.3
Whiting;2000;3;16;3;0.05;0.0125656;0.0875;0.129865;0.19243;108509;0;0.287867;0.001;0;1;31236.2;31236.2
Whiting;2000;3;16;4;0.05;0.0116706;0.075;0.156797;0.218468;33063.1;0;0.326842;0.001;0;1;10806.4;10806.4
Whiting;2000;3;16;5;0.05;0.0116706;0.0625;0.166015;0.227686;16286.2;0;0.320144;0.001;0;1;5213.94;5213.94
Whiting;2000;3;16;6;0.05;0.0125656;0.0625;0.176633;0.239199;7693.97;0;0.291939;0.001;0;1;2246.17;2246.17
Whiting;2000;3;16;7;0.05;0.0125656;0.05;0.18248;0.245046;2711.05;0;0.296122;0.001;0;1;802.802;802.802
Whiting;2000;3;16;8;0.05;0.0125656;0.05;0.18248;0.245046;1090.35;0;0.310853;0.001;0;1;338.94;338.94
Whiting;2000;4;16;0;0.05;0.981144;0.6375;0.00170329;1.03285;7599680;0;0.0192;0.001;0;0;145914;0
Whiting;2000;4;16;1;0.05;0.0727842;0.2375;0.0644571;0.187241;897834;0;0.102;0.001;0;0.11;91579.1;10073.7
Whiting;2000;4;16;2;0.05;0.032273;0.1125;0.117421;0.199694;374077;0;0.19;0.001;0;0.92;71074.7;65388.7
Whiting;2000;4;16;3;0.05;0.0157502;0.0875;0.146906;0.212656;89514.9;0;0.313933;0.001;0;1;28101.7;28101.7
Whiting;2000;4;16;4;0.05;0.0145972;0.075;0.177373;0.24197;26574.5;0;0.342947;0.001;0;1;9113.63;9113.63
Whiting;2000;4;16;5;0.05;0.0157502;0.0625;0.1878;0.25355;12969.9;0;0.327677;0.001;0;1;4249.95;4249.95
Whiting;2000;4;16;6;0.05;0.0157502;0.0625;0.199811;0.265562;6057.14;0;0.303766;0.001;0;1;1839.95;1839.95
Whiting;2000;4;16;7;0.05;0.0157502;0.05;0.206426;0.272176;2121.85;0;0.302132;0.001;0;1;641.08;641.08
Whiting;2000;4;16;8;0.05;0.0157502;0.05;0.206426;0.272176;853.386;0;0.327354;0.001;0;1;279.359;279.359
Whiting;2001;1;16;1;0.05;0.574535;0.2375;0.0193959;0.643931;2705420;84121;0.039;0.072;6056.71;0.11;105512;11606.3
Whiting;2001;1;16;2;0.05;0.050345;0.1125;0.0972758;0.197621;744523;86178;0.125;0.191;16460;0.92;93065.4;85620.2
Whiting;2001;1;16;3;0.05;0.0224647;0.0875;0.239584;0.312048;306362;58908;0.238;0.227;13372.1;1;72914.2;72914.2
Whiting;2001;1;16;4;0.05;0.0224647;0.075;0.289271;0.361736;72366.9;20559;0.288;0.284;5838.76;1;20841.7;20841.7
Whiting;2001;1;16;5;0.05;0.0224647;0.0625;0.306277;0.378742;20863.1;9177;0.287;0.269;2468.61;1;5987.7;5987.7
Whiting;2001;1;16;6;0.05;0.0224647;0.0625;0.325866;0.398331;10065.2;4814;0.277;0.3;1444.2;1;2788.06;2788.06
Whiting;2001;1;16;7;0.05;0.0224647;0.05;0.336653;0.409118;4644.46;2232;0.277;0.287;640.584;1;1286.52;1286.52
Whiting;2001;1;16;8;0.05;0.00938905;0.05;0.336653;0.396042;2266.3;1269;0.327452;0.2939;372.959;1;742.105;742.105
Whiting;2001;2;16;1;0.05;0.366176;0.2375;0.0519618;0.468138;1420950;0;0.0635;0.001;0;0.11;90230.5;9925.36
Whiting;2001;2;16;2;0.05;0.0580719;0.1125;0.101638;0.20971;611016;0;0.153;0.001;0;0.92;93485.4;86006.6
Whiting;2001;2;16;3;0.05;0.0264311;0.0875;0.154993;0.231424;224241;0;0.262933;0.001;0;1;58960.3;58960.3
Whiting;2001;2;16;4;0.05;0.0176879;0.075;0.187137;0.254825;50401.1;0;0.309789;0.001;0;1;15613.7;15613.7
Whiting;2001;2;16;5;0.05;0.0264311;0.0625;0.198138;0.27457;14285.4;0;0.301312;0.001;0;1;4304.36;4304.36
Whiting;2001;2;16;6;0.05;0.0264311;0.0625;0.210811;0.287242;6758.18;0;0.283225;0.001;0;1;1914.08;1914.08
Whiting;2001;2;16;7;0.05;0.0264311;0.05;0.217789;0.29422;3085.02;0;0.287927;0.001;0;1;888.261;888.261
Whiting;2001;2;16;8;0.05;0.0264311;0.05;0.217789;0.29422;1525.17;0;0.303954;0.001;0;1;463.582;463.582
Whiting;2001;3;16;0;0.05;0.84645;0.6375;0.0128546;0.909305;15073800;0;0.0073;0.001;0;0;110039;0
Whiting;2001;3;16;1;0.05;0.177278;0.2375;0.0421442;0.269422;889755;0;0.0811;0.001;0;0.11;72159.1;7937.5
Whiting;2001;3;16;2;0.05;0.0233146;0.1125;0.079391;0.152706;495424;0;0.17;0.001;0;0.92;84222;77484.3
Whiting;2001;3;16;3;0.05;0.014314;0.0875;0.12061;0.184924;177913;0;0.287867;0.001;0;1;51215.4;51215.4
Whiting;2001;3;16;4;0.05;0.0112153;0.075;0.145624;0.206839;39063.5;0;0.326842;0.001;0;1;12767.6;12767.6
Whiting;2001;3;16;5;0.05;0.0112153;0.0625;0.154185;0.215401;10855.5;0;0.320144;0.001;0;1;3475.31;3475.31
Whiting;2001;3;16;6;0.05;0.014314;0.0625;0.164047;0.22836;5070.86;0;0.291939;0.001;0;1;1480.38;1480.38
Whiting;2001;3;16;7;0.05;0.014314;0.05;0.169477;0.233791;2298.69;0;0.296122;0.001;0;1;680.692;680.692
Whiting;2001;3;16;8;0.05;0.014314;0.05;0.169477;0.233791;1136.42;0;0.310853;0.001;0;1;353.261;353.261
Whiting;2001;4;16;0;0.05;1.03733;0.6375;0.00158191;1.08891;6071780;0;0.0192;0.001;0;0;116578;0
Whiting;2001;4;16;1;0.05;0.119129;0.2375;0.0598639;0.228992;679613;0;0.102;0.001;0;0.11;69320.5;7625.26
Whiting;2001;4;16;2;0.05;0.0511229;0.1125;0.109054;0.210177;425263;0;0.19;0.001;0;0.92;80800;74336
Whiting;2001;4;16;3;0.05;0.0190755;0.0875;0.136437;0.205513;147876;0;0.313933;0.001;0;1;46423;46423
Whiting;2001;4;16;4;0.05;0.0149795;0.075;0.164733;0.229713;31764.5;0;0.342947;0.001;0;1;10893.5;10893.5
Whiting;2001;4;16;5;0.05;0.0190755;0.0625;0.174418;0.243493;8751.88;0;0.327677;0.001;0;1;2867.79;2867.79
Whiting;2001;4;16;6;0.05;0.0190755;0.0625;0.185573;0.254648;4035.58;0;0.303766;0.001;0;1;1225.87;1225.87
Whiting;2001;4;16;7;0.05;0.0190755;0.05;0.191716;0.260791;1819.47;0;0.302132;0.001;0;1;549.721;549.721
Whiting;2001;4;16;8;0.05;0.0190755;0.05;0.191716;0.260791;899.511;0;0.327354;0.001;0;1;294.458;294.458
Whiting;2002;1;16;1;0.05;0.581307;0.2375;0.0124451;0.643752;2043650;49857;0.039;0.067;3340.42;0.11;79702.4;8767.26
Whiting;2002;1;16;2;0.05;0.0850701;0.1125;0.0624157;0.197486;540520;61239;0.125;0.156;9553.28;0.92;67565;62159.8
Whiting;2002;1;16;3;0.05;0.0451678;0.0875;0.153726;0.248893;344651;82940;0.238;0.222;18412.7;1;82026.8;82026.8
Whiting;2002;1;16;4;0.05;0.0451678;0.075;0.185607;0.280775;120405;34006;0.288;0.281;9555.69;1;34676.6;34676.6
Whiting;2002;1;16;5;0.05;0.0451678;0.0625;0.196519;0.291686;25245.2;8007;0.287;0.313;2506.19;1;7245.37;7245.37
Whiting;2002;1;16;6;0.05;0.0451678;0.0625;0.209088;0.304255;6860.46;2043;0.277;0.361;737.523;1;1900.35;1900.35
Whiting;2002;1;16;7;0.05;0.0451678;0.05;0.216009;0.311177;3128.34;1457;0.277;0.357;520.149;1;866.55;866.55
Whiting;2002;1;16;8;0.05;0.0141427;0.05;0.216009;0.280152;2094.82;754;0.327452;0.3453;260.356;1;685.953;685.953
Whiting;2002;2;16;1;0.05;0.384863;0.2375;0.0333406;0.468204;1073570;0;0.0635;0.001;0;0.11;68171.4;7498.86
Whiting;2002;2;16;2;0.05;0.0786343;0.1125;0.0652146;0.193849;443654;0;0.153;0.001;0;0.92;67879.1;62448.7
Whiting;2002;2;16;3;0.05;0.0432154;0.0875;0.0994489;0.192664;268711;0;0.262933;0.001;0;1;70653.1;70653.1
Whiting;2002;2;16;4;0.05;0.0371797;0.075;0.120074;0.207254;90929.5;0;0.309789;0.001;0;1;28169;28169
Whiting;2002;2;16;5;0.05;0.0432154;0.0625;0.127133;0.220348;18858.2;0;0.301312;0.001;0;1;5682.21;5682.21
Whiting;2002;2;16;6;0.05;0.0432154;0.0625;0.135264;0.228479;5060.78;0;0.283225;0.001;0;1;1433.34;1433.34
Whiting;2002;2;16;7;0.05;0.0432154;0.05;0.139741;0.232957;2291.77;0;0.287927;0.001;0;1;659.863;659.863
Whiting;2002;2;16;8;0.05;0.0432154;0.05;0.139741;0.232957;1582.99;0;0.303954;0.001;0;1;481.156;481.156
Whiting;2002;3;16;0;0.05;0.893953;0.6375;0.008248;0.952201;7122860;0;0.0073;0.001;0;0;51996.9;0
Whiting;2002;3;16;1;0.05;0.202344;0.2375;0.0270412;0.279385;672187;0;0.0811;0.001;0;0.11;54514.4;5996.58
Whiting;2002;3;16;2;0.05;0.0340567;0.1125;0.0509402;0.134997;365474;0;0.17;0.001;0;0.92;62130.7;57160.2
Whiting;2002;3;16;3;0.05;0.0254077;0.0875;0.0773881;0.152796;221622;0;0.287867;0.001;0;1;63797.7;63797.7
Whiting;2002;3;16;4;0.05;0.0232677;0.075;0.0934377;0.166705;73908.7;0;0.326842;0.001;0;1;24156.5;24156.5
Whiting;2002;3;16;5;0.05;0.0232677;0.0625;0.0989308;0.172199;15128.8;0;0.320144;0.001;0;1;4843.4;4843.4
Whiting;2002;3;16;6;0.05;0.0254077;0.0625;0.105258;0.180666;4027.08;0;0.291939;0.001;0;1;1175.66;1175.66
Whiting;2002;3;16;7;0.05;0.0254077;0.05;0.108742;0.18415;1815.51;0;0.296122;0.001;0;1;537.614;537.614
Whiting;2002;3;16;8;0.05;0.0254077;0.05;0.108742;0.18415;1254.03;0;0.310853;0.001;0;1;389.818;389.818
Whiting;2002;4;16;0;0.05;1.22831;0.6375;0.00101501;1.27933;2748650;0;0.0192;0.001;0;0;52774;0
Whiting;2002;4;16;1;0.05;0.145049;0.2375;0.0384108;0.23346;508341;0;0.102;0.001;0;0.11;51850.7;5703.58
Whiting;2002;4;16;2;0.05;0.0552976;0.1125;0.0699728;0.17527;319322;0;0.19;0.001;0;0.92;60671.1;55817.5
Whiting;2002;4;16;3;0.05;0.0357805;0.0875;0.0875431;0.173324;190219;0;0.313933;0.001;0;1;59716.1;59716.1
Whiting;2002;4;16;4;0.05;0.0328613;0.075;0.105699;0.18856;62559.9;0;0.342947;0.001;0;1;21454.7;21454.7
Whiting;2002;4;16;5;0.05;0.0357805;0.0625;0.111913;0.197693;12735.6;0;0.327677;0.001;0;1;4173.17;4173.17
Whiting;2002;4;16;6;0.05;0.0357805;0.0625;0.11907;0.204851;3361.46;0;0.303766;0.001;0;1;1021.1;1021.1
Whiting;2002;4;16;7;0.05;0.0357805;0.05;0.123012;0.208792;1510.16;0;0.302132;0.001;0;1;456.269;456.269
Whiting;2002;4;16;8;0.05;0.0357805;0.05;0.123012;0.208792;1043.11;0;0.327354;0.001;0;1;341.467;341.467
Whiting;2003;1;16;1;0.05;0.663097;0.2375;0.00985056;0.722947;764740;72709;0.039;0.053;3853.58;0.11;29824.9;3280.73
Whiting;2003;1;16;2;0.05;0.10343;0.1125;0.0494033;0.202834;402499;104040;0.125;0.114;11860.6;0.92;50312.3;46287.3
Whiting;2003;1;16;3;0.05;0.0427524;0.0875;0.121677;0.214429;267984;53560;0.238;0.195;10444.2;1;63780.3;63780.3
Whiting;2003;1;16;4;0.05;0.0427524;0.075;0.146912;0.239664;159949;42048;0.288;0.26;10932.5;1;46065.3;46065.3
Whiting;2003;1;16;5;0.05;0.0427524;0.0625;0.155549;0.248301;51809.1;14306;0.287;0.298;4263.19;1;14869.2;14869.2
Whiting;2003;1;16;6;0.05;0.0427524;0.0625;0.165497;0.25825;10451.1;2372;0.277;0.352;834.944;1;2894.96;2894.96
Whiting;2003;1;16;7;0.05;0.0427524;0.05;0.170975;0.263728;2738.81;474;0.277;0.383;181.542;1;758.65;758.65
Whiting;2003;1;16;8;0.05;0.024718;0.05;0.170975;0.245693;2072.15;395;0.327452;0.3657;144.452;1;678.528;678.528
Whiting;2003;2;16;1;0.05;0.442256;0.2375;0.0263898;0.518646;371143;0;0.0635;0.001;0;0.11;23567.6;2592.44
Whiting;2003;2;16;2;0.05;0.0881472;0.1125;0.0516187;0.189766;328606;0;0.153;0.001;0;0.92;50276.6;46254.5
Whiting;2003;2;16;3;0.05;0.0421167;0.0875;0.0787158;0.170833;216264;0;0.262933;0.001;0;1;56862.9;56862.9
Whiting;2003;2;16;4;0.05;0.0321896;0.075;0.0950409;0.177231;125862;0;0.309789;0.001;0;1;38990.8;38990.8
Whiting;2003;2;16;5;0.05;0.0421167;0.0625;0.100628;0.192745;40417.5;0;0.301312;0.001;0;1;12178.3;12178.3
Whiting;2003;2;16;6;0.05;0.0421167;0.0625;0.107064;0.199181;8072.48;0;0.283225;0.001;0;1;2286.33;2286.33
Whiting;2003;2;16;7;0.05;0.0421167;0.05;0.110608;0.202725;2103.91;0;0.287927;0.001;0;1;605.771;605.771
Whiting;2003;2;16;8;0.05;0.0421167;0.05;0.110608;0.202725;1620.75;0;0.303954;0.001;0;1;492.635;492.635
Whiting;2003;3;16;0;0.05;0.946025;0.6375;0.00652846;1.00255;10657300;0;0.0073;0.001;0;0;77798.3;0
Whiting;2003;3;16;1;0.05;0.239417;0.2375;0.0214037;0.310821;220951;0;0.0811;0.001;0;0.11;17919.2;1971.11
Whiting;2003;3;16;2;0.05;0.0361321;0.1125;0.0403202;0.126452;271807;0;0.17;0.001;0;0.92;46207.2;42510.6
Whiting;2003;3;16;3;0.05;0.0240745;0.0875;0.0612542;0.135329;182302;0;0.287867;0.001;0;1;52478.9;52478.9
Whiting;2003;3;16;4;0.05;0.020023;0.075;0.0739579;0.143981;105421;0;0.326842;0.001;0;1;34455.9;34455.9
Whiting;2003;3;16;5;0.05;0.020023;0.0625;0.0783058;0.148329;33332;0;0.320144;0.001;0;1;10671.1;10671.1
Whiting;2003;3;16;6;0.05;0.0240745;0.0625;0.083314;0.157389;6614.6;0;0.291939;0.001;0;1;1931.06;1931.06
Whiting;2003;3;16;7;0.05;0.0240745;0.05;0.0860719;0.160146;1717.85;0;0.296122;0.001;0;1;508.692;508.692
Whiting;2003;3;16;8;0.05;0.0240745;0.05;0.0860719;0.160146;1323.35;0;0.310853;0.001;0;1;411.367;411.367
Whiting;2003;4;16;0;0.05;1.30614;0.6375;0.000803404;1.35694;3910600;0;0.0192;0.001;0;0;75083.6;0
Whiting;2003;4;16;1;0.05;0.194131;0.2375;0.030403;0.274534;161923;0;0.102;0.001;0;0.11;16516.2;1816.78
Whiting;2003;4;16;2;0.05;0.0545311;0.1125;0.0553849;0.159916;239521;0;0.19;0.001;0;0.92;45508.9;41868.2
Whiting;2003;4;16;3;0.05;0.0337811;0.0875;0.0692921;0.153073;159228;0;0.313933;0.001;0;1;49987;49987
Whiting;2003;4;16;4;0.05;0.027917;0.075;0.0836628;0.16158;91284.3;0;0.342947;0.001;0;1;31305.7;31305.7
Whiting;2003;4;16;5;0.05;0.0337811;0.0625;0.0885812;0.172362;28737.1;0;0.327677;0.001;0;1;9416.5;9416.5
Whiting;2003;4;16;6;0.05;0.0337811;0.0625;0.0942466;0.178028;5651.33;0;0.303766;0.001;0;1;1716.68;1716.68
Whiting;2003;4;16;7;0.05;0.0337811;0.05;0.0973664;0.181147;1463.64;0;0.302132;0.001;0;1;442.212;442.212
Whiting;2003;4;16;8;0.05;0.0337811;0.05;0.0973664;0.181147;1127.52;0;0.327354;0.001;0;1;369.098;369.098
Whiting;2004;1;16;1;0.05;0.713551;0.2375;0.00778786;0.771339;1006770;25440;0.039;0.109;2772.96;0.11;39264.2;4319.06
Whiting;2004;1;16;2;0.05;0.119206;0.1125;0.0390583;0.208264;123050;16412;0.125;0.19;3118.28;0.92;15381.2;14150.7
Whiting;2004;1;16;3;0.05;0.0415675;0.0875;0.0961978;0.187765;204123;24354;0.238;0.24;5844.96;1;48581.3;48581.3
Whiting;2004;1;16;4;0.05;0.0415675;0.075;0.116149;0.207716;136628;25738;0.288;0.265;6820.57;1;39349;39349
Whiting;2004;1;16;5;0.05;0.0415675;0.0625;0.122977;0.214544;77664.5;19126;0.287;0.304;5814.3;1;22289.7;22289.7
Whiting;2004;1;16;6;0.05;0.0415675;0.0625;0.130842;0.22241;24187.3;7284;0.277;0.298;2170.63;1;6699.88;6699.88
Whiting;2004;1;16;7;0.05;0.0415675;0.05;0.135173;0.226741;4729.71;1193;0.277;0.304;362.672;1;1310.13;1310.13
Whiting;2004;1;16;8;0.05;0.0228144;0.05;0.135173;0.207988;2161.83;299;0.327452;0.3597;107.55;1;707.897;707.897
Whiting;2004;2;16;1;0.05;0.469069;0.2375;0.0208638;0.539933;465526;0;0.0635;0.001;0;0.11;29560.9;3251.7
Whiting;2004;2;16;2;0.05;0.101118;0.1125;0.0408098;0.191928;99915.5;0;0.153;0.001;0;0.92;15287.1;14064.1
Whiting;2004;2;16;3;0.05;0.0440618;0.0875;0.0622328;0.156295;169179;0;0.262933;0.001;0;1;44482.8;44482.8
Whiting;2004;2;16;4;0.05;0.0379772;0.075;0.0751394;0.163117;111002;0;0.309789;0.001;0;1;34387.2;34387.2
Whiting;2004;2;16;5;0.05;0.0440618;0.0625;0.0795567;0.173619;62668.2;0;0.301312;0.001;0;1;18882.7;18882.7
Whiting;2004;2;16;6;0.05;0.0440618;0.0625;0.084645;0.178707;19364.1;0;0.283225;0.001;0;1;5484.38;5484.38
Whiting;2004;2;16;7;0.05;0.0440618;0.05;0.0874469;0.181509;3770.18;0;0.287927;0.001;0;1;1085.54;1085.54
Whiting;2004;2;16;8;0.05;0.0440618;0.05;0.0874469;0.181509;1755.88;0;0.303954;0.001;0;1;533.706;533.706
Whiting;2004;3;16;0;0.05;0.962491;0.6375;0.0051614;1.01765;11663400;0;0.0073;0.001;0;0;85142.6;0
Whiting;2004;3;16;1;0.05;0.212823;0.2375;0.0169218;0.279744;271302;0;0.0811;0.001;0;0.11;22002.6;2420.29
Whiting;2004;3;16;2;0.05;0.0365709;0.1125;0.0318772;0.118448;82466.9;0;0.17;0.001;0;0.92;14019.4;12897.8
Whiting;2004;3;16;3;0.05;0.0235187;0.0875;0.0484276;0.121946;144700;0;0.287867;0.001;0;1;41654.4;41654.4
Whiting;2004;3;16;4;0.05;0.0212913;0.075;0.0584711;0.129762;94295.4;0;0.326842;0.001;0;1;30819.7;30819.7
Whiting;2004;3;16;5;0.05;0.0212913;0.0625;0.0619086;0.1332;52680;0;0.320144;0.001;0;1;16865.2;16865.2
Whiting;2004;3;16;6;0.05;0.0235187;0.0625;0.0658681;0.139387;16195.1;0;0.291939;0.001;0;1;4728;4728
Whiting;2004;3;16;7;0.05;0.0235187;0.05;0.0680485;0.141567;3144.37;0;0.296122;0.001;0;1;931.117;931.117
Whiting;2004;3;16;8;0.05;0.0235187;0.05;0.0680485;0.141567;1464.42;0;0.310853;0.001;0;1;455.22;455.22
Whiting;2004;4;16;0;0.05;1.31591;0.6375;0.000635171;1.36654;4215640;0;0.0192;0.001;0;0;80940.2;0
Whiting;2004;4;16;1;0.05;0.232008;0.2375;0.0240366;0.306045;205098;0;0.102;0.001;0;0.11;20920;2301.2
Whiting;2004;4;16;2;0.05;0.0547347;0.1125;0.0437873;0.148522;73255.1;0;0.19;0.001;0;0.92;13918.5;12805
Whiting;2004;4;16;3;0.05;0.0344366;0.0875;0.0547824;0.139219;128088;0;0.313933;0.001;0;1;40211.1;40211.1
Whiting;2004;4;16;4;0.05;0.0311086;0.075;0.0661438;0.147252;82820.1;0;0.342947;0.001;0;1;28402.9;28402.9
Whiting;2004;4;16;5;0.05;0.0344366;0.0625;0.0700323;0.154469;46110.3;0;0.327677;0.001;0;1;15109.3;15109.3
Whiting;2004;4;16;6;0.05;0.0344366;0.0625;0.0745114;0.158948;14088;0;0.303766;0.001;0;1;4279.46;4279.46
Whiting;2004;4;16;7;0.05;0.0344366;0.05;0.0769779;0.161415;2729.3;0;0.302132;0.001;0;1;824.61;824.61
Whiting;2004;4;16;8;0.05;0.0344366;0.05;0.0769779;0.161415;1271.11;0;0.327354;0.001;0;1;416.104;416.104
Whiting;2005;1;16;1;0.05;0.610342;0.2375;0.00812947;0.668472;1074930;34555;0.039;0.12;4146.6;0.11;41922.5;4611.47
Whiting;2005;1;16;2;0.05;0.155085;0.1125;0.0407716;0.245856;151025;33605;0.125;0.196;6586.58;0.92;18878.1;17367.9
Whiting;2005;1;16;3;0.05;0.0407552;0.0875;0.100418;0.191173;63144.5;12420;0.238;0.238;2955.96;1;15028.4;15028.4
Whiting;2005;1;16;4;0.05;0.0407552;0.075;0.121243;0.211999;111441;18407;0.288;0.246;4528.12;1;32095.1;32095.1
Whiting;2005;1;16;5;0.05;0.0407552;0.0625;0.128371;0.219126;71480;15058;0.287;0.282;4246.36;1;20514.8;20514.8
Whiting;2005;1;16;6;0.05;0.0407552;0.0625;0.136582;0.227337;39510.5;9102;0.277;0.302;2748.8;1;10944.4;10944.4
Whiting;2005;1;16;7;0.05;0.0407552;0.05;0.141103;0.231858;12017.7;3056;0.277;0.303;925.968;1;3328.89;3328.89
Whiting;2005;1;16;8;0.05;0.0231355;0.05;0.141103;0.214238;3404.11;653;0.327452;0.3206;209.352;1;1114.68;1114.68
Whiting;2005;2;16;1;0.05;0.518534;0.2375;0.021779;0.590313;550895;0;0.0635;0.001;0;0.11;34981.8;3848
Whiting;2005;2;16;2;0.05;0.124112;0.1125;0.0425999;0.216712;118107;0;0.153;0.001;0;0.92;18070.3;16624.7
Whiting;2005;2;16;3;0.05;0.0491834;0.0875;0.0649626;0.164146;52156.7;0;0.262933;0.001;0;1;13713.7;13713.7
Whiting;2005;2;16;4;0.05;0.0348684;0.075;0.0784354;0.163304;90152.3;0;0.309789;0.001;0;1;27928.2;27928.2
Whiting;2005;2;16;5;0.05;0.0491834;0.0625;0.0830465;0.18223;57414.2;0;0.301312;0.001;0;1;17299.6;17299.6
Whiting;2005;2;16;6;0.05;0.0491834;0.0625;0.088358;0.187541;31476.2;0;0.283225;0.001;0;1;8914.83;8914.83
Whiting;2005;2;16;7;0.05;0.0491834;0.05;0.0912828;0.190466;9530.71;0;0.287927;0.001;0;1;2744.15;2744.15
Whiting;2005;2;16;8;0.05;0.0491834;0.05;0.0912828;0.190466;2747.65;0;0.303954;0.001;0;1;835.159;835.159
Whiting;2005;3;16;0;0.05;0.661027;0.6375;0.00538781;0.716415;4762570;0;0.0073;0.001;0;0;34766.7;0
Whiting;2005;3;16;1;0.05;0.178749;0.2375;0.017664;0.246413;305280;0;0.0811;0.001;0;0.11;24758.2;2723.41
Whiting;2005;3;16;2;0.05;0.0365875;0.1125;0.0332755;0.119863;95095;0;0.17;0.001;0;0.92;16166.2;14872.9
Whiting;2005;3;16;3;0.05;0.0207364;0.0875;0.0505519;0.121288;44261.2;0;0.287867;0.001;0;1;12741.3;12741.3
