class	subclass	superorder	order	family	species	Maximum_weight_(kg)	interbirth_interval_(years)	maximum_litter_size_(daughters_per_year)	age_at_maturity_(years)	annual_mortality	rmax										
Mammalia	Theria	Eutheria	Cetacea	Monodontidae	Monodon_monoceros	1000	3	0.17	7.5	0.11	0.03
Mammalia	Theria	Eutheria	Cetacea	Physeteridae	Physeter_macrocephalus	20000	5	0.1	11.2	0.06	0.02
Mammalia	Theria	Eutheria	Chiroptera	Rhinolophidae	Rhinolophus_ferrumequinum	0.02	1.22	0.41	3.01	0.24	0.11
Mammalia	Theria	Eutheria	Chiroptera	Vespertilionidae	Eptesicus_fuscus	0.02	1.22	0.82	1	0.29	0.45
Mammalia	Theria	Eutheria	Chiroptera	Vespertilionidae	Pipistrellus_pipistrellus	0.01	1.22	0.82	2	0.46	0.24
Mammalia	Theria	Eutheria	Chiroptera	Vespertilionidae	Pipistrellus_subflavus	0.01	1.22	0.82	2	0.55	0.21
Mammalia	Theria	Eutheria	Insectivora	Erinaceidae	Erinaceus_europaeus	0.77	0.58	6.06	1	0.4	1.91
Mammalia	Theria	Eutheria	Insectivora	Talpidae	Talpa_europaea	0.09	1.22	2.87	1	0.73	1.21
Mammalia	Theria	Eutheria	Lagomorpha	Leporidae	Lepus_europaeus	3.73	0.25	17.96	0.67	0.7	4.35
Mammalia	Theria	Eutheria	Lagomorpha	Leporidae	Oryctolagus_cuniculus	1.55	0.2	22.91	0.48	3.4	6.53
Mammalia	Theria	Eutheria	Lagomorpha	Leporidae	Sylvilagus_floridanus	1.27	0.22	13.74	0.35	1.54	7.41
Mammalia	Theria	Eutheria	Lagomorpha	Ochotonidae	Ochotona_princeps	0.14	0.5	6	0.83	0.56	2.23
Mammalia	Theria	Eutheria	Perissodactyla	Equidae	Equus_caballus	410	2.04	0.25	4	0.12	0.08
Mammalia	Theria	Eutheria	Perissodactyla	Equidae	Equus_burchelli	268	1.72	0.29	2.99	0.12	0.11
Mammalia	Theria	Eutheria	Primates	Cercopithecidae	Macaca_sinica	3.59	1.45	0.35	4.74	0.06	0.14
Mammalia	Theria	Eutheria	Primates	Hominidae	Pan_troglodytes	34.3	5.26	0.19	11.81	0.07	0.05
Mammalia	Theria	Eutheria	Proboscidea	Elephantidae	Loxodonta_africana	2770	7.14	0.07	14.96	0.06	0.01
Mammalia	Theria	Eutheria	Rodentia	Dipodidae	Zapus_princeps	0.03	1.43	3.15	1.31	0.62	1.04
Mammalia	Theria	Eutheria	Rodentia	Miocastoridae	Myocastor_coypus	5.3	0.36	17.94	0.7	0.95	4.11
Mammalia	Theria	Eutheria	Rodentia	Muridae	Apodemus_flavicollis	0.03	0.35	11.52	0.24	3.64	10.02
Mammalia	Theria	Eutheria	Rodentia	Muridae	Clethrionomys_glareolus	0.02	0.29	13.56	0.16	3.29	16.41
Mammalia	Theria	Eutheria	Rodentia	Muridae	Peromyscus_maniculatus	0.02	0.21	21.02	0.19	3.79	15.88
Mammalia	Theria	Eutheria	Rodentia	Muridae	Tachyoryctes_splendens	0.2	0.47	3.17	0.44	0.54	2.73
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Marmota_flaviventris	2.51	1.22	2.05	3.01	0.4	0.43
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Sciurus_carolinensis	0.57	0.6	7.52	0.84	0.59	2.46
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Spermophilus_lateralis	0.16	1.22	3.28	1.43	0.6	0.99
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Spermophilus_armatus	0.27	1.12	4.01	1	0.66	1.51
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Spermophilus_beldingi	0.26	1.22	4.51	1	0.65	1.62
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Tamias_striatus	0.1	0.57	7.88	0.61	1.32	3.39
Mammalia	Theria	Eutheria	Rodentia	Sciuridae	Tamiasciurus_hudsonicus	0.2	1.22	3.28	1.13	0.68	1.2
