Group;Species;Temp;Body mass;Respiration;Respiratio 15 C;Spec Resp 15C ;Source;Source;;;
Pisces;Dorosoma cepedianum;9.8;3.03E+02;9.79E+02;1.67E+03;5.52E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;3.03E+02;1.12E+03;1.12E+03;3.68E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;29.0;4.85E+02;8.81E+02;2.08E+02;4.30E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gilchristella aestuarius;20.0;3.03E+00;2.18E+01;1.30E+01;4.31E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;3.03E+02;7.13E+02;4.26E+02;1.41E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;4.25E+02;7.10E+02;5.21E+02;1.23E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.5;4.55E+02;6.78E+02;1.80E+03;3.96E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;29.0;3.64E+02;1.16E+03;2.73E+02;7.51E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;3.55E+02;6.66E+02;4.89E+02;1.38E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;3.71E+02;3.27E+03;1.17E+03;3.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;9.1;3.03E+02;1.47E+03;2.70E+03;8.90E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;3.71E+02;2.03E+03;1.49E+03;4.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;5.46E+02;1.80E+03;1.19E+03;2.19E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.20E+02;1.41E+03;8.43E+02;3.83E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.64E+02;1.35E+03;8.08E+02;3.06E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;13.0;2.79E+02;2.34E+03;2.88E+03;1.03E+01;1;Acuana et al 2011 compilation;;;
Pisces;NA;23.0;2.27E+02;3.05E+03;1.34E+03;5.89E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;18.8;1.88E+02;3.98E+03;2.69E+03;1.43E+01;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;14.4;2.37E+02;2.96E+03;3.15E+03;1.33E+01;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.5;5.28E+02;1.60E+03;1.37E+03;2.59E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;5.0;3.03E+02;1.78E+02;4.99E+02;1.65E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;5.46E+02;5.66E+02;3.38E+02;6.19E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;3.03E+02;6.32E+02;6.32E+02;2.08E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;3.03E+02;1.37E+03;1.37E+03;4.52E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;3.03E+02;2.11E+03;1.26E+03;4.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;3.03E+02;7.05E+02;1.18E+03;3.89E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;3.03E+02;1.47E+03;1.47E+03;4.85E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;6.07E+03;5.88E+03;5.88E+03;9.68E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;6.07E+03;9.25E+03;1.55E+04;2.55E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;8.19E+03;1.19E+04;7.14E+03;8.72E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;1.41E+03;3.41E+03;2.04E+03;1.44E+00;1;Acuana et al 2011 compilation;;;
Pisces;Euthynnus pelamis;24.0;8.92E+04;5.77E+05;2.28E+05;2.56E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;35.0;6.07E+03;9.33E+03;1.19E+03;1.96E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;6.07E+03;2.20E+03;1.32E+03;2.17E-01;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;14.6;3.64E+03;2.54E+04;2.64E+04;7.26E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;11.0;2.97E+03;2.01E+03;3.03E+03;1.02E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;10.4;4.16E+03;2.20E+04;3.54E+04;8.50E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;2.87E+03;2.29E+03;1.01E+03;3.50E-01;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;20.2;2.86E+03;1.35E+04;7.91E+03;2.77E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;6.07E+03;6.09E+03;6.09E+03;1.00E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;6.0;6.07E+03;7.34E+03;1.86E+04;3.06E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;31.0;1.40E+01;1.59E+02;3.05E+01;2.18E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;21.0;7.89E+02;1.77E+02;9.56E+01;1.21E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;9.0;6.07E+03;4.20E+03;7.79E+03;1.28E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;1.21E+03;3.08E+03;3.08E+03;2.55E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;3.03E+03;5.22E+03;3.12E+03;1.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;35.0;5.95E+03;8.21E+03;1.05E+03;1.76E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;3.03E+03;7.05E+03;4.92E+03;1.62E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;13.0;4.06E+03;1.06E+03;1.30E+03;3.20E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;6.07E+03;5.88E+03;9.83E+03;1.62E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;4.00E+03;2.84E+03;1.70E+03;4.24E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;6.07E+03;2.94E+03;4.92E+03;8.10E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;32.0;6.07E+03;1.10E+04;1.91E+03;3.14E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;8.19E+03;7.34E+03;1.23E+04;1.50E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;6.07E+03;8.08E+03;4.83E+03;7.95E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;8.19E+03;1.02E+04;1.02E+04;1.24E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;22.4;8.01E+02;3.45E+03;1.61E+03;2.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;6.07E+03;1.56E+04;5.56E+03;9.16E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;2.97E+04;3.16E+04;3.16E+04;1.06E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.5;8.19E+03;7.16E+03;1.90E+04;2.32E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;12.0;6.07E+03;3.15E+03;4.29E+03;7.07E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;7.16E+03;1.04E+04;1.04E+04;1.45E+00;1;Acuana et al 2011 compilation;;;
Pisces;Melanogrammus aeglefinus;10.0;9.46E+03;3.90E+03;6.52E+03;6.89E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;6.55E+03;9.52E+03;6.64E+03;1.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;4.22E+03;9.99E+03;7.33E+03;1.74E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.2;1.48E+04;5.21E+05;4.60E+05;3.11E+01;1;Acuana et al 2011 compilation;;;
Pisces;NA;22.1;9.89E+02;2.13E+03;1.03E+03;1.04E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;7.21E+03;8.73E+03;8.73E+03;1.21E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;1.15E+03;2.63E+03;2.63E+03;2.29E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.67E+03;2.40E+04;1.43E+04;5.37E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.5;3.48E+04;4.71E+04;3.64E+04;1.05E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;12.0;6.75E+03;3.49E+03;4.75E+03;7.03E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;6.07E+02;1.19E+03;4.27E+02;7.03E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;6.67E+03;6.35E+03;3.79E+03;5.68E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.0;1.58E+03;3.28E+03;2.96E+03;1.87E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;2.12E+05;4.48E+05;2.97E+05;1.40E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;7.16E+03;1.30E+04;4.65E+03;6.50E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;6.07E+04;5.80E+04;3.46E+04;5.71E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.7;2.43E+03;3.57E+04;3.00E+04;1.23E+01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.12E+03;1.11E+03;6.61E+02;3.12E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;2.03E+04;3.44E+04;4.68E+04;2.31E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;14.0;2.43E+03;4.61E+03;5.11E+03;2.10E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;21.0;3.29E+03;7.02E+03;3.79E+03;1.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;30.0;8.07E+03;4.89E+03;1.04E+03;1.29E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.85E+03;2.61E+03;1.56E+03;5.48E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;8.07E+03;1.04E+04;3.71E+03;4.59E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;1.97E+04;9.55E+04;5.71E+04;2.90E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;6.37E+03;1.93E+04;3.23E+04;5.07E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;2.82E+03;2.20E+03;9.67E+02;3.43E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.67E+03;3.43E+03;2.05E+03;7.67E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;7.89E+03;1.31E+04;7.84E+03;9.94E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;7.89E+03;5.32E+03;3.71E+03;4.70E-01;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;7.55E+03;3.31E+03;9.41E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;4.85E+03;7.87E+03;2.81E+03;5.80E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;3.87E+03;1.31E+04;9.63E+03;2.49E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;4.85E+03;6.11E+03;2.18E+03;4.50E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;1.06E+02;3.66E+02;2.69E+02;2.54E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;4.68E+03;2.05E+03;5.83E-01;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;4.50E+03;1.98E+03;5.61E-01;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;6.24E+03;2.74E+03;7.78E-01;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;6.74E+03;2.96E+03;8.40E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;4.85E+03;8.23E+03;5.74E+03;1.18E+00;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;10.0;4.76E+03;5.88E+03;9.83E+03;2.07E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;4.73E+03;1.17E+04;8.56E+03;1.81E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;7.70E+03;3.38E+03;9.59E-01;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;15.0;4.81E+03;1.02E+04;1.02E+04;2.12E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;2.41E+03;7.39E+03;4.90E+03;2.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.52E+03;6.00E+03;2.63E+03;7.48E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.91E+02;7.54E+02;4.51E+02;1.55E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;7.58E+02;2.50E+03;1.83E+03;2.42E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;12.2;4.94E+03;9.30E+03;1.24E+04;2.51E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;8.74E+04;6.66E+04;6.66E+04;7.62E-01;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.5;4.91E+03;4.15E+03;1.10E+04;2.25E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;1.21E+02;2.84E+02;1.01E+02;8.38E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;3.46E+03;1.15E+04;7.99E+03;2.31E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;35.0;4.25E+02;9.05E+02;1.15E+02;2.72E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;4.85E+03;1.28E+04;8.95E+03;1.84E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;1.05E+04;1.05E+04;1.43E+04;1.36E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;4.26E+03;9.65E+03;5.77E+03;1.35E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;4.85E+03;2.94E+03;1.76E+03;3.62E-01;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.5;4.51E+03;3.59E+03;9.56E+03;2.12E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;23.9;4.50E+03;3.23E+04;1.29E+04;2.87E+00;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;20.0;4.51E+03;1.25E+04;7.49E+03;1.66E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;22.7;3.76E+03;5.90E+04;2.67E+04;7.11E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;1.0;6.07E+04;2.73E+04;1.15E+05;1.90E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;23.9;3.84E+03;1.80E+04;7.21E+03;1.88E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;4.37E+03;4.90E+03;6.67E+03;1.53E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;4.37E+04;2.77E+04;3.77E+04;8.64E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;10.0;1.14E+04;1.36E+04;2.28E+04;2.00E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.5;3.64E+03;6.57E+03;4.13E+03;1.14E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.5;4.73E+03;4.45E+03;1.18E+04;2.50E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;30.0;4.55E+03;4.41E+03;9.40E+02;2.07E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;3.71E+03;6.41E+03;8.73E+03;2.35E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;4.55E+03;3.31E+03;1.18E+03;2.60E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;3.64E+03;6.57E+03;4.35E+03;1.20E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;4.55E+03;7.87E+03;2.81E+03;6.18E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;8.3;1.94E+04;1.33E+04;2.65E+04;1.37E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;5.85E+03;2.12E+04;1.27E+04;2.17E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;6.5;4.25E+03;4.42E+03;1.06E+04;2.49E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;13.4;5.32E+03;3.81E+03;4.49E+03;8.44E-01;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;24.2;5.22E+03;2.54E+04;9.83E+03;1.88E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.2;3.85E+04;1.24E+06;1.10E+06;2.85E+01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;3.22E+03;8.45E+03;5.05E+03;1.57E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;2.8;4.25E+03;2.35E+03;8.25E+03;1.94E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;30.0;6.07E+03;5.25E+03;1.12E+03;1.85E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.0;5.40E+03;8.89E+03;5.89E+03;1.09E+00;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;17.0;1.64E+03;4.37E+03;3.55E+03;2.17E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;21.0;3.09E+03;4.27E+03;2.30E+03;7.45E-01;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;12.0;4.25E+03;4.65E+03;6.33E+03;1.49E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;21.1;8.07E+02;1.89E+03;1.01E+03;1.25E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;14.0;3.11E+03;2.17E+03;2.41E+03;7.75E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.0;3.93E+03;6.76E+03;5.50E+03;1.40E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;8.49E+03;1.34E+04;1.34E+04;1.58E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;4.19E+04;1.09E+04;1.82E+04;4.34E-01;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;25.0;1.49E+03;6.20E+03;2.21E+03;1.49E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;3.34E+03;1.73E+03;2.90E+03;8.68E-01;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;5.3;4.25E+03;3.77E+03;1.02E+04;2.41E+00;1;Acuana et al 2011 compilation;;;
Pisces;Epinephelus akaara;25.0;1.70E+04;4.13E+04;1.48E+04;8.68E-01;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;3.40E+03;2.41E+03;1.06E+03;3.11E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;4.25E+03;7.51E+03;5.24E+03;1.23E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;5.01E+03;3.11E+03;2.17E+03;4.33E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;1.21E+02;3.14E+02;1.12E+02;9.28E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;1.38E+04;1.45E+04;1.97E+04;1.43E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;8.4;4.25E+03;4.71E+03;9.29E+03;2.19E+00;1;Acuana et al 2011 compilation;;;
Pisces;Theragra chalcogramma;9.5;4.25E+03;5.35E+03;9.42E+03;2.22E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;7.70E+03;1.21E+04;8.92E+03;1.16E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;6.24E+03;1.02E+04;7.48E+03;1.20E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;23.8;1.56E+03;6.66E+03;2.69E+03;1.72E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;3.65E+04;5.79E+04;3.46E+04;9.47E-01;1;Acuana et al 2011 compilation;;;
Pisces;Brevoortia tyrannus;10.0;3.76E+02;8.06E+02;1.35E+03;3.59E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.0;3.03E+03;2.67E+03;2.18E+03;7.18E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;7.28E+03;1.96E+04;1.17E+04;1.61E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;4.19E+04;2.17E+04;3.64E+04;8.68E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;17.4;6.98E+02;7.69E+02;6.00E+02;8.60E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;4.25E+04;3.86E+04;3.86E+04;9.08E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;4.13E+04;4.26E+04;4.26E+04;1.03E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;4.16E+04;4.41E+04;3.07E+04;7.39E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;14.0;4.49E+03;7.01E+03;7.77E+03;1.73E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.2;3.85E+04;1.86E+05;1.64E+05;4.27E+00;1;Acuana et al 2011 compilation;;;
Pisces;Kuhlia sandvicensis;23.0;1.19E+03;1.18E+03;5.16E+02;4.33E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;2.31E+02;3.41E+02;2.04E+02;8.82E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.2;3.85E+04;3.40E+05;3.00E+05;7.80E+00;1;Acuana et al 2011 compilation;;;
Pisces;Euthynnus pelamis;23.5;3.83E+04;9.74E+04;4.06E+04;1.06E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;1.02E+04;2.22E+04;1.63E+04;1.60E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;10.0;3.88E+04;3.15E+04;5.28E+04;1.36E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;4.61E+02;1.09E+03;7.58E+02;1.64E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.2;2.39E+04;6.08E+04;5.37E+04;2.25E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.5;9.71E+03;1.22E+04;8.54E+03;8.79E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;1.52E+03;4.20E+03;2.51E+03;1.65E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;2.12E+04;2.43E+04;4.06E+04;1.92E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;2.12E+04;2.16E+04;2.16E+04;1.02E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.5;2.43E+03;4.67E+03;4.00E+03;1.65E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;3.03E+04;3.36E+04;3.36E+04;1.11E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;10.0;3.03E+04;2.73E+04;4.57E+04;1.51E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;3.14E+04;4.03E+04;5.49E+04;1.75E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;3.14E+04;2.23E+04;3.04E+04;9.68E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.5;5.28E+02;1.09E+03;9.31E+02;1.76E+00;1;Acuana et al 2011 compilation;;;
Pisces;Euthynnus pelamis;23.5;2.33E+05;8.45E+05;3.52E+05;1.51E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;2.81E+04;3.44E+04;4.68E+04;1.67E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;2.61E+04;2.91E+04;2.91E+04;1.11E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;14.0;2.49E+04;2.10E+04;2.32E+04;9.33E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;19.5;1.58E+03;5.16E+03;3.25E+03;2.05E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;11.5;2.67E+04;3.01E+04;4.31E+04;1.61E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;18.0;3.15E+02;5.08E+02;3.73E+02;1.18E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;30.0;6.07E+02;1.76E+03;3.76E+02;6.20E-01;1;Acuana et al 2011 compilation;;;
Pisces;Euthynnus pelamis;24.0;9.71E+04;1.18E+06;4.69E+05;4.83E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;3.0;9.95E+04;4.82E+04;1.66E+05;1.67E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;11.5;1.04E+03;1.56E+03;2.23E+03;2.15E+00;1;Acuana et al 2011 compilation;;;
Pisces;Euthynnus pelamis;24.0;9.40E+04;6.68E+05;2.64E+05;2.81E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;12.0;8.92E+02;1.96E+03;2.67E+03;2.99E+00;1;Acuana et al 2011 compilation;;;
Pisces;Euthynnus pelamis;24.0;1.06E+05;9.79E+05;3.88E+05;3.66E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;8.61E+04;7.51E+04;7.51E+04;8.72E-01;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;15.0;8.13E+04;8.75E+04;8.75E+04;1.08E+00;1;Acuana et al 2011 compilation;;;
Pisces;Epinephelus akaara;25.0;1.70E+04;4.81E+04;1.72E+04;1.01E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;15.0;3.27E+03;2.18E+04;2.18E+04;6.68E+00;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;13.5;4.91E+03;1.57E+04;1.83E+04;3.72E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;16.2;3.81E+04;1.25E+05;1.11E+05;2.91E+00;1;Acuana et al 2011 compilation;;;
Pisces;Gadus morhua;3.0;8.80E+04;4.58E+04;1.58E+05;1.79E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;1.0;8.69E+04;3.75E+04;1.59E+05;1.82E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;25.0;9.10E+02;8.98E+02;3.21E+02;3.52E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;15.0;3.64E+05;2.59E+05;2.59E+05;7.10E-01;1;Acuana et al 2011 compilation;;;
Pisces;NA;3.0;3.64E+05;1.32E+05;4.55E+05;1.25E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;20.0;7.28E+03;8.16E+03;4.87E+03;6.70E-01;1;Acuana et al 2011 compilation;;;
Pisces;Dorosoma cepedianum;11.7;1.98E+03;6.92E+03;9.72E+03;4.91E+00;1;Acuana et al 2011 compilation;;;
Pisces;NA;24.4;2.24E+05;6.64E+05;2.52E+05;1.13E+00;1;Acuana et al 2011 compilation;;;
